CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
07-09-0025-46,07-017,SOLOLA,SAN ANDRES SEMETABAJ,"ESCUELA NORMAL BILINGэE PRIVADA MIXTA ""KIKOTEN""",BARRIO TZANJUYз,77621854,JUAN UJPаN RODENO,IMELDA JANETH BALA UMUL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-09-0570-46,07-017,SOLOLA,SAN ANDRES SEMETABAJ,INSTITUTO INDIGENA 'NUESTRA SEяORA DEL SOCORRO',BARRIO EL CENTRO,77221822,JUAN UJPаN RODENO,LCDA. MARмA DEL CARMEN GсMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SOLOLа
07-09-2414-46,07-017,SOLOLA,SAN ANDRES SEMETABAJ,ESCUELA NORMAL BILINGUE PRIVADA 'KIKOTEN',BARRIO TZANJUYU,,JUAN UJPаN RODENO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,BILINGUE,INTERMEDIA,DIARIO(REGULAR),SOLOLа
07-10-0001-46,07-011,SOLOLA,PANAJACHEL,"LICEO EVANGELICO ""EBEN-EZER""",0 CALLE 0-22 ZONA 1,77622043,PORFIRIO GEREMIAS PAR CHAVAJAY,MILDRED REBECA HERNаNDEZ CHаVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-10-0003-46,07-011,SOLOLA,PANAJACHEL,COLEGIO MIXTO JUAN PABLO II,CALLE DE LOS ARBOLES,77620346,PORFIRIO GEREMIAS PAR CHAVAJAY,LUCIA EUGENIA XON CORADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-10-0007-46,07-011,SOLOLA,PANAJACHEL,INSTITUTO NACIONAL DE EDUCACIсN DIVERSIFICADA,0 AVENIDA 3-03 ZONA 4,77621417,PORFIRIO GEREMIAS PAR CHAVAJAY,LCDA. NANCY GABRIELA YOXсN CзMES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-10-0014-46,07-011,SOLOLA,PANAJACHEL,COLEGIO POR MADUREZ TIJAX,CALLE PRINCIPAL ZONA 1,55693589,PORFIRIO GEREMIAS PAR CHAVAJAY,JUANA XON XON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SOLOLа
07-10-0031-46,07-011,SOLOLA,PANAJACHEL,COLEGIO PRIVADO TECHNICIENCIA DEL LAGO,CALLE PRINCIPAL 0-72 ZONA 2,77620035,PORFIRIO GEREMIAS PAR CHAVAJAY,OLGA YESENIA ROSALES ORDOяEZ DE PAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SOLOLа
07-10-0032-46,07-011,SOLOLA,PANAJACHEL,"LICEO EVANGELICO ""EBEN-EZER""",0 CALLE 0-22 ZONA 1,77622043,PORFIRIO GEREMIAS PAR CHAVAJAY,MILDRED REBECA HERNаNDEZ CHаVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SOLOLа
07-10-0035-46,07-011,SOLOLA,PANAJACHEL,LICEO DEL LAGO,"4TA. CALLE 3-68, ZONA 2",77620631,PORFIRIO GEREMIAS PAR CHAVAJAY,SONIA MARITZA ANLEU PиREZ DE CALDERсN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-10-0036-46,07-011,SOLOLA,PANAJACHEL,LICEO DEL LAGO,"4TA. CALLE 3-68, ZONA 2",77620631,PORFIRIO GEREMIAS PAR CHAVAJAY,SONIA MARITZA ANLEU PиREZ DE CALDERсN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-10-0037-46,07-011,SOLOLA,PANAJACHEL,PANAJACHEL COLEGIO INTERNACIONAL,2DA. AVENIDA (VP) 4-33 ZONA 1,77622843,PORFIRIO GEREMIAS PAR CHAVAJAY,CELESTE VERENISE RODAS JUаREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-10-0038-46,07-011,SOLOLA,PANAJACHEL,COLEGIO MIXTO LICEO PANAJACHEL,"CALLE PRINCIPAL FRENTE AL PARQUE MUNICIPAL, ZONA 01",55693589,PORFIRIO GEREMIAS PAR CHAVAJAY,JUANA XсN XсN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SOLOLа
07-10-0041-46,07-011,SOLOLA,PANAJACHEL,INSTITUTO NACIONAL DE EDUCACIсN DIVERSIFICADA,0 AVENIDA 3-03 ZONA 4,77621417,PORFIRIO GEREMIAS PAR CHAVAJAY,NANCY GABRIELA YOXсN CзMES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SOLOLа
07-10-0701-46,07-011,SOLOLA,PANAJACHEL,COLEGIO SAN FRANCISCO,2A. AVENIDA (V.P.) 1-43 ZONA 1,77626164,PORFIRIO GEREMIAS PAR CHAVAJAY,DIEGO FRANCISCO COSME RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-10-2418-46,07-011,SOLOLA,PANAJACHEL,LICEO URRUTIA CEEP,1A. CALLE 0-45 ZONA 1,77621202,PORFIRIO GEREMIAS PAR CHAVAJAY,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-10-2419-46,07-011,SOLOLA,PANAJACHEL,LICEO URRUTIA CEEP,1A. CALLE 0-45 ZONA 1,77621202,PORFIRIO GEREMIAS PAR CHAVAJAY,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-10-2484-46,07-011,SOLOLA,PANAJACHEL,COLEGIO PRIVADO TECHNICIENCIA DEL LAGO,CALLE PRINCIPAL 0-72 ZONA 2,77620035,PORFIRIO GEREMIAS PAR CHAVAJAY,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-10-3037-46,07-011,SOLOLA,PANAJACHEL,COLEGIO MIXTO LICEO PANAJACHEL,,55693589,PORFIRIO GEREMIAS PAR CHAVAJAY,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DOMINICAL,SOLOLа
07-10-3038-46,07-011,SOLOLA,PANAJACHEL,COLEGIO MIXTO JUAN PABLO II,CALLE DE LOS ARBOLES,77620346,PORFIRIO GEREMIAS PAR CHAVAJAY,LUCIA EUGENIA XON CORADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-10-3075-46,07-011,SOLOLA,PANAJACHEL,COLEGIO ACADEMIA MULTICULTURAL ATITLAN,1A. AVENIDA 0-68 ZONA 2,77620490,PORFIRIO GEREMIAS PAR CHAVAJAY,LUCмA EUGENIA XON CORADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-10-3106-46,07-011,SOLOLA,PANAJACHEL,INSTITUTO COEDUCATIVO DIVERSIFICADO PRIVADO,BARRIO JUCANYA,,PORFIRIO GEREMIAS PAR CHAVAJAY,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),SOLOLа
07-12-0007-46,07-023,SOLOLA,SAN ANTONIO PALOPO,INSTITUTO NACIONAL DE EDUCACIсN DIVERSIFICADA-INED-,ALDEA AGUA ESCONDIDA,55962659,EDWIN WILFREDO AJCALсN YAXсN,RAFAEL HERNаNDEZ HUIT,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-13-0016-46,07-022,SOLOLA,SAN LUCAS TOLIMAN,INSTITUTO NACIONAL DE EDUCACIсN DIVERSIFICADA,AVENIDA PAVARROTTI FINAL,43715084,FRANCISCO AARсN MATUL MиNDEZ,EDGAR ROLANDO URIZAR LEC,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-13-0027-46,07-022,SOLOLA,SAN LUCAS TOLIMAN,CENTRO DE ESTUDIOS AVANZADOS,3AV. 5-75 ZONA 1 CALZADA LA PAZ,77220700,FRANCISCO AARсN MATUL MиNDEZ,---,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-13-0028-46,07-022,SOLOLA,SAN LUCAS TOLIMAN,CENTRO DE ESTUDIOS AVANZADOS,3AV. 5-75 ZONA 1 CALZADA LA PAZ,77220700,FRANCISCO AARсN MATUL MиNDEZ,---,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-13-0029-46,07-022,SOLOLA,SAN LUCAS TOLIMAN,CENTRO DE ESTUDIOS AVANZADOS,3AV. 5-75 ZONA 1 CALZADA LA PAZ,77220700,FRANCISCO AARсN MATUL MиNDEZ,---,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SOLOLа
07-13-0037-46,07-022,SOLOLA,SAN LUCAS TOLIMAN,CENTRO EDUCATIVO SANTO DOMINGO,5TA. CALLE 6-79 ZONA 1,77220266,FRANCISCO AARсN MATUL MиNDEZ,JORGE HUMBERTO VиLIZ NAVICHOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),SOLOLа
07-13-0038-46,07-022,SOLOLA,SAN LUCAS TOLIMAN,CENTRO EDUCATIVO SANTO DOMINGO,5TA. CALLE 6-79 ZONA 1,77220266,FRANCISCO AARсN MATUL MиNDEZ,JORGE HUMBERTO VиLIZ NAVICHOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-13-0046-46,07-022,SOLOLA,SAN LUCAS TOLIMAN,INSTITUTO MIXTO DE EDUCACIсN DIVERSIFICADA POR COOPERATIVA,PARCELAMIENTO PAMPOJILA,58900781,FRANCISCO AARсN MATUL MиNDEZ,GERARDO MORALES CUJ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-13-0331-46,07-022,SOLOLA,SAN LUCAS TOLIMAN,ESCUELA NACIONAL DE CIENCIAS COMERCIALES 'CARLOTA RAPHAEL DE DIAZ',5A. CALLE 5-65 ZONA 1,77220200,FRANCISCO AARсN MATUL MиNDEZ,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-13-2708-46,07-022,SOLOLA,SAN LUCAS TOLIMAN,COLEGIO INTEGRAL TOLIMAN,7A. AVENIDA 1-58 ZONA 1,77930645,FRANCISCO AARсN MATUL MиNDEZ,CRзZ MENDOZA YAXсN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-13-2799-46,07-022,SOLOLA,SAN LUCAS TOLIMAN,INSTITUTO EDUCATIVO TULAN,PARCELAMIENTO PAMPOJILA,,FRANCISCO AARсN MATUL MиNDEZ,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DOMINICAL,SOLOLа
07-13-2869-46,07-022,SOLOLA,SAN LUCAS TOLIMAN,CENTRO EDUCATIVO SANTO DOMINGO,5TA. CALLE 6-79 ZONA 1,77220266,FRANCISCO AARсN MATUL MиNDEZ,JORGE HUMBERTO VиLIZ NAVICHOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SOLOLа
07-15-0005-46,07-021,SOLOLA,SAN PABLO LA LAGUNA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,2DA. AVENIDA 4-60 ZONA 2,35310445,ADA LORENA HERNаNDEZ AGUILAR,---,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-15-0012-46,07-021,SOLOLA,SAN PABLO LA LAGUNA,CENTRO EDUCATIVO COMUNITARIO DE FORMACIсN INTEGRAL SAN PABLO,3RA AVENIDA 1-68 ZONA 1,52665797,ADA LORENA HERNаNDEZ AGUILAR,IRTMA BEDALIA RATZAN QUIACAIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SOLOLа
07-16-0004-46,07-021,SOLOLA,SAN MARCOS LA LAGUNA,"INSTITUTO TECNOLOGICO COMUNITARIO MARQUENSE ""ITCOM""",SAN MARCOS LA LAGUNA,57274128,ADA LORENA HERNаNDEZ AGUILAR,VICTOR QUICHи AJCHи,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-17-0012-46,07-028,SOLOLA,SAN JUAN LA LAGUNA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,0 CALLE A CANTON XE KAQASIIWAAN ZONA 1,54120573,AMARILIS EVELYN SALANIC SAC,FRANCISCO JAVIER UJPаN HERNаNDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-17-0027-46,07-028,SOLOLA,SAN JUAN LA LAGUNA,LICEO SISTEMATICO INTEGRAL -LISI-,CANTON CHI NIMAYA,58599925,AMARILIS EVELYN SALANIC SAC,RUTH MARITZA JOJ PAR DE UJPаN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-17-0028-46,07-028,SOLOLA,SAN JUAN LA LAGUNA,INSTITUTO NACIONAL DE EDUCACIсN DIVERSIFICADA,0 CALLE A CANTON XE KAQASIIWAAN ZONA 1,54120573,AMARILIS EVELYN SALANIC SAC,FRANCISCO JAVIER UJPаN HERNаNDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SOLOLа
07-17-2619-46,07-028,SOLOLA,SAN JUAN LA LAGUNA,"CENTRO EDUCATIVO INTEGRAL MAYA TZ'UTUJIL ""OSCAR AZMITIA""",CANTсN PANOXTI,58324172,AMARILIS EVELYN SALANIC SAC,-,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-17-3023-46,07-013,SOLOLA,SAN JUAN LA LAGUNA,LICEO SISTEMATICO INTEGRAL LISI,COLONIA NUEVA ESPERANZA,58050639,MANUEL EDUARDO CHOLOTIO COCHE,LUCAS CHOLOTIO PEREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),SOLOLа
07-18-0008-46,07-013,SOLOLA,SAN PEDRO LA LAGUNA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,4A. AVENIDA D 5-35 ZONA 2 CANTсN CHUACANTи,54844813,MANUEL EDUARDO CHOLOTIO COCHE,JUAN NORBERTO GONZаLEZ YOJCOM,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-18-0017-46,07-013,SOLOLA,SAN PEDRO LA LAGUNA,COLEGIO EVANGELICO BILINGUE HOLANDES,SAN PEDRO LA LAGUNA,35310445,MANUEL EDUARDO CHOLOTIO COCHE,ESDRAS SAMUEL MEJIA QUEJз,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-18-0018-46,07-013,SOLOLA,SAN PEDRO LA LAGUNA,COLEGIO EVANGELICO BETHEL,"6A.AVE. ""A"" 4-44 ZONA 2",77218200,MANUEL EDUARDO CHOLOTIO COCHE,ING. BENJAMмN LEVм BATTZ RAMмREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-18-0019-46,07-013,SOLOLA,SAN PEDRO LA LAGUNA,"COLEGIO PRE-UNIVERSITARIO ""DANIEL CAMPA ROSALES""",2DA AVENIDA 1-52 ZONA 4,57171223,MANUEL EDUARDO CHOLOTIO COCHE,MIGUEL аNGEL SUNU CORTEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-18-0020-46,07-013,SOLOLA,SAN PEDRO LA LAGUNA,COLEGIO PRE- UNIVERSITARIO DANIEL CAMPA ROSALES,2DA. AVENIDA 1-52 ZONA 4,57171223,MANUEL EDUARDO CHOLOTIO COCHE,ANDRES MOISES CHIPIR POP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-18-0021-46,07-013,SOLOLA,SAN PEDRO LA LAGUNA,COLEGIO EVANGиLICO BETHEL,"6A. AVENIDA ""A"" 4-44 ZONA 2",77218200,MANUEL EDUARDO CHOLOTIO COCHE,BENJAMN LEV BATTZ RAMREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SOLOLа
07-18-1992-46,07-013,SOLOLA,SAN PEDRO LA LAGUNA,CENTRO EDUCATIVO COMUNITARIO TZ'UTUJIL,6A. AVENIDA 6-39 ZONA 3 CANTON CHUASANAHI,42207299,MANUEL EDUARDO CHOLOTIO COCHE,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-18-3112-46,07-013,SOLOLA,SAN PEDRO LA LAGUNA,INSTITUTO MIXTO DE EDUCACION BASICA Y DIVERSIFICADO POR COOPERATIVA LUISA Y BENJAMIN PAUL,"6A. AVENIDA 6-39 ZONA 3, CANTсN CHUASANAHм",77218343,MANUEL EDUARDO CHOLOTIO COCHE,HUGO DIEGO TUCH PETZEY,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-19-0019-46,07-015,SOLOLA,SANTIAGO ATITLAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON PANUL,77217729,JUAN POP CHAVAJAY,SANTIAGO SISAY SAPALз,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-19-0032-46,07-015,SOLOLA,SANTIAGO ATITLAN,"INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA ATITLAN ""CEDUCA""",CANTON XECHIVOY,77217024,JUAN POP CHAVAJAY,PEDRO MENDOZA IXBALAN,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-19-0034-46,07-015,SOLOLA,SANTIAGO ATITLAN,LICEO CRISTIANO ISRAELм,CANTON TZANJUYU,77217261,JUAN POP CHAVAJAY,PEDRO SOSOF QUIEJз,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-19-0035-46,07-015,SOLOLA,SANTIAGO ATITLAN,LICEO TECNOLOGICO BILINGUE,CANTON XECHIVOY,77217118,JUAN POP CHAVAJAY,ANA WALQUIRIA VILLAGRAN ORDONEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-19-0036-46,07-015,SOLOLA,SANTIAGO ATITLAN,LICEO TECNOLOGICO BILINGUE,CANTON XECHIVOY,77217118,JUAN POP CHAVAJAY,GABRIEL FELIPE MENDEZ GUTIERREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-19-0051-46,07-015,SOLOLA,SANTIAGO ATITLAN,LICEO INTEGRAL SANTIAGUITO -LINSA-,CANTON PACHICHAJ,77217550,JUAN POP CHAVAJAY,GASPAR REANDA PABLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-19-0060-46,07-015,SOLOLA,SANTIAGO ATITLAN,INSTITUTO MIXTO DE EDUCACIсN DIVERSIFICADA POR COOPERATIVA,ALDEA CERRO DE ORO,49945006,JUAN POP CHAVAJAY,VICTOR BARAN GUOZ,DIVERSIFICADO,COOPERATIVA,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-19-0065-46,07-015,SOLOLA,SANTIAGO ATITLAN,ESCUELA NORMAL BILINGэE INTERCULTURAL / KITIJOB'AL TIJOONELAA' TZ'UTUJILAA',COMUNIDAD CHUKMUK,58165683,JUAN POP CHAVAJAY,JOSи MIGUEL POP TZINа,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SOLOLа
07-19-2701-46,07-015,SOLOLA,SANTIAGO ATITLAN,CENTRO EDUCATIVO COMUNITARIO ATITLAN 'CEDUCA',CANTON XECHIVOY,,JUAN POP CHAVAJAY,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,BILINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLа
07-19-2765-46,07-015,SOLOLA,SANTIAGO ATITLAN,ESCUELA NORMAL BILINGUE INTERCULTURAL / KITIJOB'AL TIJOONELAA' TZ'UTUJILAA',COMUNIDAD DE CHUKMUK,58165683,JUAN POP CHAVAJAY,JOSи MIGUEL POP TZINа,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),SOLOLа
